material_id,cpse_name,cpse_material_code,category,noun,modifier,description,unit_of_measure,attribute_values,technical_spec,unspsc_code,functional_equivalent_group,common_national_material_code,is_duplicate,ai_match_confidence,best_match_material_id,best_match_cpse,best_match_code,best_match_description
113,HPCL,HP000113,Valves,VALVE,GATE,GATE TYPE VALVE Pressure Rating:300 PSI,EACH,"{'Size': '4""', 'Pressure Rating': '300 PSI', 'Body Material': 'ALLOY STEEL', 'End Connection': 'HIGH', 'Temperature Rating': '50KW'}","Size: 4"" | Pressure Rating: 300 PSI | Body Material: ALLOY STEEL | End Connection: HIGH | Temperature Rating: 50KW",40140061,113,CNMC-000113,True,93.2,116,SAIL,SA000116,VALVE GATE TYPE Pressure Rating:300 PSI
233,GAIL,GA000233,Bearings,BEARING,TAPERED ROLLER,"bearing tapered roller type outside diameter:10""",NOS,"{'Inside Diameter': '3/4""', 'Outside Diameter': '10""', 'Width': '20mm', 'Load Rating': '10KW', 'Seal Type': 'NORMAL'}","Inside Diameter: 3/4"" | Outside Diameter: 10"" | Width: 20mm | Load Rating: 10KW | Seal Type: NORMAL",31170062,233,CNMC-000233,False,69.8,234,BPCL,BP000234,BEARING TAPERED ROLLER TYPE Width:20mm
782,NTPC,NT000782,Valves,VALVE,CHECK,VALVE CHECK STD,NOS,{},,40140061,782,CNMC-000782,False,50.2,97,BHEL,BH000097,"VALVE (CHECK) Size:2"""
608,HPCL,HP000608,Gaskets & Seals,GASKET,METAL JACKETED,GASKET METAL JACKETED TYPE Thickness:15mm,EACH,"{'Inner Diameter': '3/4""', 'Outer Diameter': '3/4""', 'Thickness': '15mm', 'Material': 'CARBON STEEL', 'Pressure Rating': '1500 PSI'}","Inner Diameter: 3/4"" | Outer Diameter: 3/4"" | Thickness: 15mm | Material: CARBON STEEL | Pressure Rating: 1500 PSI",31180096,608,CNMC-000608,False,72.5,609,CCL,CC000609,"METAL JACKETED TYPE GASKET Inner Diameter:3/4"""
672,NTPC,NT000672,Instruments,TEMPERATURE TRANSMITTER,PNEUMATIC,temperature transmitter-pneumatic housing material:carbon steel,EACH,"{'Range': '0-10 BAR', 'Accuracy': 'LIGHT', 'Output Signal': 'HEAVY', 'Process Connection': 'HEAVY', 'Housing Material': 'CARBON STEEL'}",Range: 0-10 BAR | Accuracy: LIGHT | Output Signal: HEAVY | Process Connection: HEAVY | Housing Material: CARBON STEEL,41000059,672,CNMC-000672,True,100.0,673,HPCL,HP000673,TEMPERATURE TRANSMITTER (PNEUMATIC) Housing Material:CARBON STEEL
374,IOCL,IO000374,Fasteners,SCREW,SPRING,"screw, spring length:6m",NOSS,"{'Diameter': '8""', 'Length': '6M', 'Thread Pitch': 'NORMAL', 'Material Grade': 'STAINLESS STEEL 304', 'Finish': 'STD'}","Diameter: 8"" | Length: 6M | Thread Pitch: NORMAL | Material Grade: STAINLESS STEEL 304 | Finish: STD",31160062,374,CNMC-000374,False,59.2,375,NTPC,NT000375,"SCREW, SPRING Material Grade:STAINLESS STEEL 304"
883,BPCL,BP000883,Pipes & Tubes,TUBING,CARBON STEEL,TUBING CARBON STEEL STD,METER,{},,27100056,883,CNMC-000883,False,55.7,7,GAIL,GA000007,"TUBING (CARBON STEEL) Diameter:1/2"""
759,CPCL,CP000759,Instruments,PRESSURE GAUGE,SMART,PRESSURE GAUGE SMART SPECIAL,EACH,{},,41000061,759,CNMC-000759,False,52.5,767,ONGC,ON000767,PRESSURE GAUGE ANALOG SPECIAL
234,BPCL,BP000234,Bearings,BEARING,TAPERED ROLLER,BEARING TAPERED ROLLER TYPE Width:20mm,EACH,"{'Inside Diameter': '3/4""', 'Outside Diameter': '10""', 'Width': '20mm', 'Load Rating': '10KW', 'Seal Type': 'NORMAL'}","Inside Diameter: 3/4"" | Outside Diameter: 10"" | Width: 20mm | Load Rating: 10KW | Seal Type: NORMAL",31170062,229,CNMC-000229,True,89.2,229,IOCL,IO000229,BEARING (TAPERED ROLLER) Width:20mm
709,CCL,CC000709,Instruments,TEMPERATURE TRANSMITTER,ELECTRONIC,temperature transmitter electronic type housing material:stainless steel 316,NOS,"{'Range': '0-25 BAR', 'Accuracy': 'NORMAL', 'Output Signal': 'HEAVY', 'Process Connection': 'STD', 'Housing Material': 'STAINLESS STEEL 316'}",Range: 0-25 BAR | Accuracy: NORMAL | Output Signal: HEAVY | Process Connection: STD | Housing Material: STAINLESS STEEL 316,41000059,705,CNMC-000705,True,91.7,710,ONGC,ON000710,"TEMPERATURE TRANSMITTER, ELECTRONIC Housing Material:STAINLESS STEEL 316"
677,BHEL,BH000677,Instruments,LEVEL SWITCH,ELECTRONIC,LEVEL SWITCH-ELECTRONIC Output Signal:STD,EACH,"{'Range': '0-16 BAR', 'Accuracy': 'HIGH', 'Output Signal': 'STD', 'Process Connection': 'HEAVY', 'Housing Material': 'STAINLESS STEEL 316'}",Range: 0-16 BAR | Accuracy: HIGH | Output Signal: STD | Process Connection: HEAVY | Housing Material: STAINLESS STEEL 316,41000004,677,CNMC-000677,True,100.0,680,CPCL,CP000680,LEVEL SWITCH-ELECTRONIC Output Signal:STD
318,SAIL,SA000318,Fasteners,BOLT,SOCKET HEAD,BOLT-SOCKET HEAD Thread Pitch:HIGH,KG,"{'Diameter': '6""', 'Length': '6M', 'Thread Pitch': 'HIGH', 'Material Grade': 'CARBON STEEL', 'Finish': 'NORMAL'}","Diameter: 6"" | Length: 6M | Thread Pitch: HIGH | Material Grade: CARBON STEEL | Finish: NORMAL",31160064,318,CNMC-000318,True,100.0,319,CPCL,CP000319,"BOLT, SOCKET HEAD Thread Pitch:HIGH"
649,GAIL,GA000649,Gaskets & Seals,O-RING,RUBBER,O-RING-RUBBER Thickness:12mm,NOS,"{'Inner Diameter': '4""', 'Outer Diameter': '3/4""', 'Thickness': '12mm', 'Material': 'CAST IRON', 'Pressure Rating': '300 PSI'}","Inner Diameter: 4"" | Outer Diameter: 3/4"" | Thickness: 12mm | Material: CAST IRON | Pressure Rating: 300 PSI",31180009,646,CNMC-000646,True,86.7,646,CPCL,CP000646,RUBBER O-RING Thickness:12mm
411,GAIL,GA000411,Fasteners,BOLT,FLANGE,BOLT (FLANGE) Finish:HEAVY,KG,"{'Diameter': '8""', 'Length': '20FT', 'Thread Pitch': 'HIGH', 'Material Grade': 'CAST IRON', 'Finish': 'HEAVY'}","Diameter: 8"" | Length: 20FT | Thread Pitch: HIGH | Material Grade: CAST IRON | Finish: HEAVY",31160064,409,CNMC-000409,True,100.0,409,ONGC,ON000409,BOLT-FLANGE Finish:HEAVY
807,BHEL,BH000807,Bearings,BEARING,ROLLER,BEARING ROLLER HEAVY,EACH,{},,31170062,807,CNMC-000807,True,80.0,862,IOCL,IO000862,BEARING ROLLER HEAVY
359,BHEL,BH000359,Fasteners,STUD,FLANGE,STUD-FLANGE Material Grade:ALLOY STEEL,KG,"{'Diameter': '1/2""', 'Length': '10FT', 'Thread Pitch': 'STD', 'Material Grade': 'ALLOY STEEL', 'Finish': 'HIGH'}","Diameter: 1/2"" | Length: 10FT | Thread Pitch: STD | Material Grade: ALLOY STEEL | Finish: HIGH",31160032,359,CNMC-000359,True,100.0,362,GAIL,GA000362,STUD-FLANGE Material Grade:ALLOY STEEL
259,SAIL,SA000259,Bearings,BEARING,THRUST,THRUST BEARING Width:5mm,EACH,"{'Inside Diameter': '1""', 'Outside Diameter': '3/4""', 'Width': '5mm', 'Load Rating': '5KW', 'Seal Type': 'STD'}","Inside Diameter: 1"" | Outside Diameter: 3/4"" | Width: 5mm | Load Rating: 5KW | Seal Type: STD",31170062,254,CNMC-000254,True,85.0,256,ONGC,ON000256,bearing-thrust width:5mm
628,CCL,CC000628,Gaskets & Seals,SEAL,GRAPHITE,"GRAPHITE TYPE SEAL Inner Diameter:2""",NOS,"{'Inner Diameter': '2""', 'Outer Diameter': '2""', 'Thickness': '8mm', 'Material': 'STAINLESS STEEL 316', 'Pressure Rating': '1500 PSI'}","Inner Diameter: 2"" | Outer Diameter: 2"" | Thickness: 8mm | Material: STAINLESS STEEL 316 | Pressure Rating: 1500 PSI",31180047,628,CNMC-000628,False,68.4,631,IOCL,IO000631,"seal, graphite outer diameter:2"""
633,SAIL,SA000633,Gaskets & Seals,PACKING,SPIRAL WOUND,SPIRAL WOUND PACKING Pressure Rating:2500 PSI,NOS,"{'Inner Diameter': '3""', 'Outer Diameter': '8""', 'Thickness': '10mm', 'Material': 'STAINLESS STEEL 304', 'Pressure Rating': '2500 PSI'}","Inner Diameter: 3"" | Outer Diameter: 8"" | Thickness: 10mm | Material: STAINLESS STEEL 304 | Pressure Rating: 2500 PSI",31180089,633,CNMC-000633,False,62.5,632,GAIL,GA000632,"PACKING-SPIRAL WOUND Inner Diameter:3"""
283,IOCL,IO000283,Bearings,BEARING,ROLLER,BEARING-ROLLER Width:2mm,NOS,"{'Inside Diameter': '3""', 'Outside Diameter': '8""', 'Width': '2mm', 'Load Rating': '100HP', 'Seal Type': 'HIGH'}","Inside Diameter: 3"" | Outside Diameter: 8"" | Width: 2mm | Load Rating: 100HP | Seal Type: HIGH",31170062,282,CNMC-000282,True,100.0,284,BHEL,BH000284,BEARING (ROLLER) Width:2mm
377,CCL,CC000377,Fasteners,WASHER,HEX HEAD,HEX HEAD WASHER Length:3M,NOS,"{'Diameter': '10""', 'Length': '3M', 'Thread Pitch': 'HEAVY', 'Material Grade': 'STAINLESS STEEL 304', 'Finish': 'NORMAL'}","Diameter: 10"" | Length: 3M | Thread Pitch: HEAVY | Material Grade: STAINLESS STEEL 304 | Finish: NORMAL",31160015,376,CNMC-000376,True,89.1,376,NTPC,NT000376,WASHER-HEX HEAD Length:3M
385,GAIL,GA000385,Fasteners,STUD,SPRING,STUD SPRING TYPE Thread Pitch:STD,NOS,"{'Diameter': '12""', 'Length': '20FT', 'Thread Pitch': 'STD', 'Material Grade': 'CAST IRON', 'Finish': 'HIGH'}","Diameter: 12"" | Length: 20FT | Thread Pitch: STD | Material Grade: CAST IRON | Finish: HIGH",31160032,385,CNMC-000385,True,86.5,389,CCL,CC000389,"STUD, SPRING Thread Pitch:STD"
225,SAIL,SA000225,Bearings,BEARING,BALL,BEARING-BALL Load Rating:50KW,EACH,"{'Inside Diameter': '8""', 'Outside Diameter': '3""', 'Width': '5mm', 'Load Rating': '50KW', 'Seal Type': 'STD'}","Inside Diameter: 8"" | Outside Diameter: 3"" | Width: 5mm | Load Rating: 50KW | Seal Type: STD",31170062,223,CNMC-000223,True,88.1,223,CPCL,CP000223,BEARING BALL TYPE Load Rating:50KW
856,IOCL,IO000856,Pumps,PUMP,GEAR,PUMP GEAR SPECIAL,EACH,{},,40150077,856,CNMC-000856,False,52.5,798,SAIL,SA000798,PUMP GEAR STD
735,NTPC,NT000735,Instruments,FLOW METER,ANALOG,FLOW METER (ANALOG) Housing Material:STAINLESS STEEL 304,EACH,"{'Range': '0-100 BAR', 'Accuracy': 'HEAVY', 'Output Signal': 'LIGHT', 'Process Connection': 'STD', 'Housing Material': 'STAINLESS STEEL 304'}",Range: 0-100 BAR | Accuracy: HEAVY | Output Signal: LIGHT | Process Connection: STD | Housing Material: STAINLESS STEEL 304,41000046,733,CNMC-000733,True,93.6,733,HPCL,HP000733,ANALOG FLOW METER Housing Material:STAINLESS STEEL 304
473,IOCL,IO000473,Pumps,PUMP,SUBMERSIBLE,"pump, submersible head:normal",NOS,"{'Flow Rate': '10 M3/H', 'Head': 'NORMAL', 'Power': '50HP', 'Speed': 'LIGHT', 'Impeller Material': 'CAST IRON'}",Flow Rate: 10 M3/H | Head: NORMAL | Power: 50HP | Speed: LIGHT | Impeller Material: CAST IRON,40150077,472,CNMC-000472,True,100.0,472,ONGC,ON000472,PUMP (SUBMERSIBLE) Head:NORMAL
348,GAIL,GA000348,Fasteners,WASHER,LOCK,LOCK TYPE WASHER Finish:STD,KG,"{'Diameter': '3""', 'Length': '6M', 'Thread Pitch': 'LIGHT', 'Material Grade': 'STAINLESS STEEL 316', 'Finish': 'STD'}","Diameter: 3"" | Length: 6M | Thread Pitch: LIGHT | Material Grade: STAINLESS STEEL 316 | Finish: STD",31160015,348,CNMC-000348,False,74.0,346,BPCL,BP000346,"LOCK TYPE WASHER Diameter:3"""
506,ONGC,ON000506,Pumps,PUMP,POSITIVE DISPLACEMENT,POSITIVE DISPLACEMENT TYPE PUMP Flow Rate:50 M3/H,EACH,"{'Flow Rate': '50 M3/H', 'Head': 'LIGHT', 'Power': '50HP', 'Speed': 'NORMAL', 'Impeller Material': 'BRONZE'}",Flow Rate: 50 M3/H | Head: LIGHT | Power: 50HP | Speed: NORMAL | Impeller Material: BRONZE,40150077,506,CNMC-000506,True,90.7,507,BPCL,BP000507,PUMP-POSITIVE DISPLACEMENT Flow Rate:50 M3/H
640,NTPC,NT000640,Gaskets & Seals,O-RING,GRAPHITE,"O-RING GRAPHITE TYPE Outer Diameter:3/4""",NOS,"{'Inner Diameter': '4""', 'Outer Diameter': '3/4""', 'Thickness': '20mm', 'Material': 'BRONZE', 'Pressure Rating': '600 PSI'}","Inner Diameter: 4"" | Outer Diameter: 3/4"" | Thickness: 20mm | Material: BRONZE | Pressure Rating: 600 PSI",31180009,640,CNMC-000640,False,70.4,645,HPCL,HP000645,O-RING GRAPHITE TYPE Material:BRONZE
889,HPCL,HP000889,Pumps,PUMP,POSITIVE DISPLACEMENT,PUMP POSITIVE DISPLACEMENT HEAVY,EACH,{},,40150077,889,CNMC-000889,False,57.1,508,IOCL,IO000508,PUMP POSITIVE DISPLACEMENT TYPE Speed:HEAVY
833,GAIL,GA000833,Pipes & Tubes,PIPE,GALVANIZED,PIPE GALVANIZED CUSTOM,FOOT,{},,27100067,833,CNMC-000833,False,49.7,49,IOCL,IO000049,pipe (galvanized) length:3m
812,BHEL,BH000812,Pumps,PUMP,MULTISTAGE,PUMP MULTISTAGE STD,EACH,{},,40150077,809,CNMC-000809,True,80.0,809,BHEL,BH000809,PUMP MULTISTAGE STD
620,SAIL,SA000620,Gaskets & Seals,GASKET,RUBBER,GASKET RUBBER TYPE Material:STAINLESS STEEL 304,EACH,"{'Inner Diameter': '12""', 'Outer Diameter': '1/2""', 'Thickness': '15mm', 'Material': 'STAINLESS STEEL 304', 'Pressure Rating': '150 PSI'}","Inner Diameter: 12"" | Outer Diameter: 1/2"" | Thickness: 15mm | Material: STAINLESS STEEL 304 | Pressure Rating: 150 PSI",31180096,620,CNMC-000620,True,91.2,624,GAIL,GA000624,GASKET (RUBBER) Material:STAINLESS STEEL 304
769,ONGC,ON000769,Fasteners,STUD,LOCK,STUD LOCK HEAVY,NOS,{},,31160032,769,CNMC-000769,False,45.3,770,ONGC,ON000770,STUD HEX HEAD HEAVY
646,CPCL,CP000646,Gaskets & Seals,O-RING,RUBBER,RUBBER O-RING Thickness:12mm,NOS,"{'Inner Diameter': '4""', 'Outer Diameter': '3/4""', 'Thickness': '12mm', 'Material': 'CAST IRON', 'Pressure Rating': '300 PSI'}","Inner Diameter: 4"" | Outer Diameter: 3/4"" | Thickness: 12mm | Material: CAST IRON | Pressure Rating: 300 PSI",31180009,646,CNMC-000646,True,86.7,649,GAIL,GA000649,O-RING-RUBBER Thickness:12mm
762,CPCL,CP000762,Gaskets & Seals,GASKET,SPIRAL WOUND,GASKET SPIRAL WOUND CUSTOM,EACH,{},,31180096,762,CNMC-000762,False,53.0,841,GAIL,GA000841,GASKET SPIRAL WOUND HEAVY
557,CPCL,CP000557,Electrical,SWITCH,HV,SWITCH-HV Insulation Type:HEAVY,NOS,"{'Voltage': '11KV', 'Current Rating': '5HP', 'Power Rating': '5KW', 'Conductor Material': 'ALLOY STEEL', 'Insulation Type': 'HEAVY'}",Voltage: 11KV | Current Rating: 5HP | Power Rating: 5KW | Conductor Material: ALLOY STEEL | Insulation Type: HEAVY,26000002,557,CNMC-000557,True,89.5,559,BPCL,BP000559,SWITCH HV TYPE Insulation Type:HEAVY
860,IOCL,IO000860,Pipes & Tubes,TUBE,WELDED,TUBE WELDED SPECIAL,METER,{},,27100037,860,CNMC-000860,False,47.9,69,IOCL,IO000069,"TUBE, WELDED Diameter:4"""
578,SAIL,SA000578,Electrical,CABLE,LV,LV TYPE CABLE Current Rating:50HP,METER,"{'Voltage': '230V', 'Current Rating': '50HP', 'Power Rating': '25HP', 'Conductor Material': 'STAINLESS STEEL 304', 'Insulation Type': 'LIGHT'}",Voltage: 230V | Current Rating: 50HP | Power Rating: 25HP | Conductor Material: STAINLESS STEEL 304 | Insulation Type: LIGHT,26000075,576,CNMC-000576,True,100.0,577,HPCL,HP000577,LV TYPE CABLE Current Rating:50HP
86,IOCL,IO000086,Pipes & Tubes,PIPE,WELDED,WELDED TYPE PIPE Material Grade:ALLOY STEEL,METER,"{'Diameter': '4""', 'Wall Thickness': '8mm', 'Length': '10FT', 'Material Grade': 'ALLOY STEEL', 'End Type': 'STD'}","Diameter: 4"" | Wall Thickness: 8mm | Length: 10FT | Material Grade: ALLOY STEEL | End Type: STD",27100067,84,CNMC-000084,True,91.3,84,BPCL,BP000084,welded pipe material grade:alloy steel
243,CPCL,CP000243,Bearings,BEARING,BALL,"BEARING BALL TYPE Inside Diameter:3""",NOS,"{'Inside Diameter': '3""', 'Outside Diameter': '2""', 'Width': '3mm', 'Load Rating': '5HP', 'Seal Type': 'LIGHT'}","Inside Diameter: 3"" | Outside Diameter: 2"" | Width: 3mm | Load Rating: 5HP | Seal Type: LIGHT",31170062,243,CNMC-000243,False,66.8,246,BPCL,BP000246,ball type bearing seal type:light
699,HPCL,HP000699,Instruments,PRESSURE GAUGE,SMART,smart pressure gauge range:0-40 bar,EACH,"{'Range': '0-40 BAR', 'Accuracy': 'STD', 'Output Signal': 'LIGHT', 'Process Connection': 'HIGH', 'Housing Material': 'STAINLESS STEEL 316'}",Range: 0-40 BAR | Accuracy: STD | Output Signal: LIGHT | Process Connection: HIGH | Housing Material: STAINLESS STEEL 316,41000061,699,CNMC-000699,False,64.9,695,CPCL,CP000695,SMART PRESSURE GAUGE Accuracy:STD
160,IOCL,IO000160,Valves,VALVE,GLOBE,VALVE (GLOBE) Temperature Rating:50HP,EACH,"{'Size': '1""', 'Pressure Rating': '600 PSI', 'Body Material': 'CAST IRON', 'End Connection': 'HIGH', 'Temperature Rating': '50HP'}","Size: 1"" | Pressure Rating: 600 PSI | Body Material: CAST IRON | End Connection: HIGH | Temperature Rating: 50HP",40140061,160,CNMC-000160,False,61.5,164,BHEL,BH000164,VALVE GLOBE TYPE Pressure Rating:600 PSI
525,HPCL,HP000525,Electrical,CABLE,LV,CABLE LV TYPE Voltage:33KV,METER,"{'Voltage': '33KV', 'Current Rating': '25HP', 'Power Rating': '10KW', 'Conductor Material': 'BRONZE', 'Insulation Type': 'HEAVY'}",Voltage: 33KV | Current Rating: 25HP | Power Rating: 10KW | Conductor Material: BRONZE | Insulation Type: HEAVY,26000075,524,CNMC-000524,True,100.0,524,GAIL,GA000524,CABLE LV TYPE Voltage:33KV
36,IOCL,IO000036,Pipes & Tubes,TUBE,CARBON STEEL,CARBON STEEL TYPE TUBE Wall Thickness:20mm,METERS,"{'Diameter': '6""', 'Wall Thickness': '20mm', 'Length': '20FT', 'Material Grade': 'CAST IRON', 'End Type': 'HEAVY'}","Diameter: 6"" | Wall Thickness: 20mm | Length: 20FT | Material Grade: CAST IRON | End Type: HEAVY",27100037,36,CNMC-000036,False,72.2,40,SAIL,SA000040,"CARBON STEEL TYPE TUBE Diameter:6"""
541,IOCL,IO000541,Electrical,CIRCUIT BREAKER,MV,MV TYPE CIRCUIT BREAKER Insulation Type:HIGH,EACHS,"{'Voltage': '230V', 'Current Rating': '100HP', 'Power Rating': '20HP', 'Conductor Material': 'CAST IRON', 'Insulation Type': 'HIGH'}",Voltage: 230V | Current Rating: 100HP | Power Rating: 20HP | Conductor Material: CAST IRON | Insulation Type: HIGH,26000027,536,CNMC-000536,True,90.8,539,GAIL,GA000539,MV CIRCUIT BREAKER Insulation Type:HIGH
171,CCL,CC000171,Valves,VALVE,PRESSURE RELIEF,VALVE-PRESSURE RELIEF Pressure Rating:300 PSI,EACH,"{'Size': '2""', 'Pressure Rating': '300 PSI', 'Body Material': 'BRONZE', 'End Connection': 'HEAVY', 'Temperature Rating': '10KW'}","Size: 2"" | Pressure Rating: 300 PSI | Body Material: BRONZE | End Connection: HEAVY | Temperature Rating: 10KW",40140061,171,CNMC-000171,True,93.6,172,IOCL,IO000172,PRESSURE RELIEF VALVE Pressure Rating:300 PSI
655,NTPC,NT000655,Gaskets & Seals,PACKING,RUBBER,"PACKING RUBBER TYPE Outer Diameter:2""",NOS,"{'Inner Diameter': '12""', 'Outer Diameter': '2""', 'Thickness': '3mm', 'Material': 'STAINLESS STEEL 316', 'Pressure Rating': '600 PSI'}","Inner Diameter: 12"" | Outer Diameter: 2"" | Thickness: 3mm | Material: STAINLESS STEEL 316 | Pressure Rating: 600 PSI",31180089,655,CNMC-000655,False,76.5,656,IOCL,IO000656,"RUBBER TYPE PACKING Inner Diameter:12"""
771,ONGC,ON000771,Pumps,PUMP,SUBMERSIBLE,PUMP SUBMERSIBLE SPECIAL,NOS,{},,40150077,771,CNMC-000771,True,80.0,879,BPCL,BP000879,PUMP SUBMERSIBLE SPECIAL
763,CPCL,CP000763,Instruments,LEVEL SWITCH,DIGITAL,LEVEL SWITCH DIGITAL CUSTOM,EACH,{},,41000004,763,CNMC-000763,False,38.7,704,CPCL,CP000704,"LEVEL SWITCH, ANALOG Accuracy:HIGH"
848,IOCL,IO000848,Valves,VALVE,CHECK,VALVE CHECK HEAVY,NOS,{},,40140061,848,CNMC-000848,False,49.1,97,BHEL,BH000097,"VALVE (CHECK) Size:2"""
734,CCL,CC000734,Instruments,FLOW METER,ANALOG,FLOW METER ANALOG TYPE Accuracy:HEAVY,EACH,"{'Range': '0-100 BAR', 'Accuracy': 'HEAVY', 'Output Signal': 'LIGHT', 'Process Connection': 'STD', 'Housing Material': 'STAINLESS STEEL 304'}",Range: 0-100 BAR | Accuracy: HEAVY | Output Signal: LIGHT | Process Connection: STD | Housing Material: STAINLESS STEEL 304,41000046,734,CNMC-000734,False,67.1,736,ONGC,ON000736,FLOW METER ANALOG TYPE Process Connection:STD
96,IOCL,IO000096,Valves,VALVE,CHECK,"VALVE CHECK TYPE Size:2""",NOS,"{'Size': '2""', 'Pressure Rating': '900 PSI', 'Body Material': 'CAST IRON', 'End Connection': 'HIGH', 'Temperature Rating': '5KW'}","Size: 2"" | Pressure Rating: 900 PSI | Body Material: CAST IRON | End Connection: HIGH | Temperature Rating: 5KW",40140061,96,CNMC-000096,False,78.2,97,BHEL,BH000097,"VALVE (CHECK) Size:2"""
564,BPCL,BP000564,Electrical,CIRCUIT BREAKER,MV,"CIRCUIT BREAKER, MV Voltage:33KV",EACH,"{'Voltage': '33KV', 'Current Rating': '15HP', 'Power Rating': '25HP', 'Conductor Material': 'STAINLESS STEEL 304', 'Insulation Type': 'HEAVY'}",Voltage: 33KV | Current Rating: 15HP | Power Rating: 25HP | Conductor Material: STAINLESS STEEL 304 | Insulation Type: HEAVY,26000027,561,CNMC-000561,True,87.8,561,BHEL,BH000561,CIRCUIT BREAKER MV TYPE Voltage:33KV
241,NTPC,NT000241,Bearings,BEARING,ROLLER,BEARING-ROLLER Load Rating:10HP,NOS,"{'Inside Diameter': '2""', 'Outside Diameter': '6""', 'Width': '15mm', 'Load Rating': '10HP', 'Seal Type': 'LIGHT'}","Inside Diameter: 2"" | Outside Diameter: 6"" | Width: 15mm | Load Rating: 10HP | Seal Type: LIGHT",31170062,241,CNMC-000241,True,86.4,242,GAIL,GA000242,roller type bearing load rating:10hp
575,NTPC,NT000575,Electrical,CIRCUIT BREAKER,INSTRUMENTATION,CIRCUIT BREAKER-INSTRUMENTATION Current Rating:50KW,NOS,"{'Voltage': '230V', 'Current Rating': '50KW', 'Power Rating': '10HP', 'Conductor Material': 'CARBON STEEL', 'Insulation Type': 'HEAVY'}",Voltage: 230V | Current Rating: 50KW | Power Rating: 10HP | Conductor Material: CARBON STEEL | Insulation Type: HEAVY,26000027,575,CNMC-000575,False,66.1,574,SAIL,SA000574,CIRCUIT BREAKER (INSTRUMENTATION) Insulation Type:HEAVY
691,BPCL,BP000691,Instruments,CONTROL VALVE,DIGITAL,CONTROL VALVE DIGITAL TYPE Output Signal:HEAVY,NOS,"{'Range': '0-40 BAR', 'Accuracy': 'NORMAL', 'Output Signal': 'HEAVY', 'Process Connection': 'HEAVY', 'Housing Material': 'CAST IRON'}",Range: 0-40 BAR | Accuracy: NORMAL | Output Signal: HEAVY | Process Connection: HEAVY | Housing Material: CAST IRON,41000013,691,CNMC-000691,False,72.0,694,CCL,CC000694,CONTROL VALVE DIGITAL TYPE Accuracy:NORMAL
461,BHEL,BH000461,Pumps,PUMP,CENTRIFUGAL,PUMP (CENTRIFUGAL) Impeller Material:STAINLESS STEEL 304,NOS,"{'Flow Rate': '10 M3/H', 'Head': 'HEAVY', 'Power': '50KW', 'Speed': 'HIGH', 'Impeller Material': 'STAINLESS STEEL 304'}",Flow Rate: 10 M3/H | Head: HEAVY | Power: 50KW | Speed: HIGH | Impeller Material: STAINLESS STEEL 304,40150077,459,CNMC-000459,True,90.7,459,IOCL,IO000459,PUMP CENTRIFUGAL TYPE Impeller Material:STAINLESS STEEL 304
554,CPCL,CP000554,Electrical,MOTOR,LV,MOTOR LV TYPE Insulation Type:HIGH,NOSS,"{'Voltage': '3.3KV', 'Current Rating': '50HP', 'Power Rating': '15HP', 'Conductor Material': 'STAINLESS STEEL 304', 'Insulation Type': 'HIGH'}",Voltage: 3.3KV | Current Rating: 50HP | Power Rating: 15HP | Conductor Material: STAINLESS STEEL 304 | Insulation Type: HIGH,26000034,553,CNMC-000553,True,88.8,553,HPCL,HP000553,"MOTOR, LV Insulation Type:HIGH"
788,NTPC,NT000788,Gaskets & Seals,GASKET,SPIRAL WOUND,GASKET SPIRAL WOUND SPECIAL,NOS,{},,31180096,788,CNMC-000788,False,55.9,841,GAIL,GA000841,GASKET SPIRAL WOUND HEAVY
207,BPCL,BP000207,Bearings,BEARING,TAPERED ROLLER,"BEARING, TAPERED ROLLER Load Rating:10HP",EACH,"{'Inside Diameter': '1""', 'Outside Diameter': '3""', 'Width': '5mm', 'Load Rating': '10HP', 'Seal Type': 'HEAVY'}","Inside Diameter: 1"" | Outside Diameter: 3"" | Width: 5mm | Load Rating: 10HP | Seal Type: HEAVY",31170062,207,CNMC-000207,False,71.6,208,SAIL,SA000208,"BEARING (TAPERED ROLLER) Inside Diameter:1"""
393,SAIL,SA000393,Fasteners,SCREW,LOCK,LOCK TYPE SCREW Finish:STD,NOS,"{'Diameter': '8""', 'Length': '20FT', 'Thread Pitch': 'LIGHT', 'Material Grade': 'CAST IRON', 'Finish': 'STD'}","Diameter: 8"" | Length: 20FT | Thread Pitch: LIGHT | Material Grade: CAST IRON | Finish: STD",31160062,393,CNMC-000393,False,77.2,392,BHEL,BH000392,"SCREW, LOCK Finish:STD"
398,GAIL,GA000398,Fasteners,BOLT,HEX HEAD,HEX HEAD TYPE BOLT Length:20FT,KG,"{'Diameter': '1""', 'Length': '20FT', 'Thread Pitch': 'LIGHT', 'Material Grade': 'BRONZE', 'Finish': 'STD'}","Diameter: 1"" | Length: 20FT | Thread Pitch: LIGHT | Material Grade: BRONZE | Finish: STD",31160064,398,CNMC-000398,False,67.7,396,SAIL,SA000396,"BOLT HEX HEAD TYPE Diameter:1"""
794,NTPC,NT000794,Gaskets & Seals,PACKING,SPIRAL WOUND,PACKING SPIRAL WOUND SPECIAL,EACH,{},,31180089,794,CNMC-000794,False,52.1,632,GAIL,GA000632,"PACKING-SPIRAL WOUND Inner Diameter:3"""
